drug_name,target_gene
sunitinib,KIT
sunitinib,PDGFRA
sunitinib,PDGFRB
sunitinib,RET
pexidartinib,CSF1R
pexidartinib,FLT3
pexidartinib,KIT
resveratrol,CSNK2A1
resveratrol,NQO2
resveratrol,PTGS1
resveratrol,PTGS2
L-cystine,CTNS
L-cystine,SLC3A1
L-cystine,SLC7A11
L-cystine,SLC7A9
L-glutamine,CTPS1
L-glutamine,GLUL
L-glutamine,GPRC6A
L-glutamine,PPAT
telaprevir,CTSA
telaprevir,PGR
felbinac,CTSL
neomycin,CXCR4
mitotane,CYP11A1
mitotane,CYP11B1
mitotane,ESR1
aminoglutethimide,CYP11A1
aminoglutethimide,CYP19A1
metyrapone,CYP11B1
abiraterone,CYP11B1
abiraterone,CYP17A1
fadrozole,CYP11B1
fadrozole,CYP19A1
abiraterone-acetate,CYP17A1
isoconazole,CYP17A1
anastrozole,CYP19A1
exemestane,CYP19A1
formestane,CYP19A1
letrozole,CYP19A1
enilconazole,CYP19A1
enilconazole,CYP1A2
enilconazole,CYP2B6
enilconazole,CYP2C9
enilconazole,CYP2J2
enilconazole,CYP3A4
enilconazole,CYP3A5
enilconazole,NR1I2
enilconazole,PPARA
enilconazole,PTGER2
methoxsalen,CYP1A1
methoxsalen,CYP1A2
methoxsalen,CYP2A13
methoxsalen,CYP2A6
methoxsalen,CYP3A4
tenofovir-disoproxil,CYP1A2
nevirapine,CYP1A2
nevirapine,CYP2A6
nevirapine,CYP2B6
nevirapine,CYP2C9
nevirapine,CYP2D6
nevirapine,CYP3A4
nevirapine,CYP3A5
ritonavir,CYP1A2
ritonavir,CYP2B6
ritonavir,CYP2C19
ritonavir,CYP2C8
ritonavir,CYP2C9
ritonavir,CYP2D6
ritonavir,CYP2E1
ritonavir,CYP3A4
ritonavir,CYP3A5
ritonavir,CYP3A7
efavirenz,CYP1A2
efavirenz,CYP2B6
efavirenz,CYP2C19
efavirenz,CYP2C9
efavirenz,CYP2D6
efavirenz,CYP3A4
nelfinavir,CYP1A2
nelfinavir,CYP2B6
nelfinavir,CYP2C19
nelfinavir,CYP2C9
nelfinavir,CYP2D6
nelfinavir,CYP3A4
nelfinavir,CYP3A7
isoniazid,CYP1A2
isoniazid,CYP2C19
isoniazid,CYP2C8
isoniazid,CYP2E1
isoniazid,CYP3A4
telithromycin,CYP1A2
telithromycin,CYP2D6
telithromycin,CYP3A4
telithromycin,CYP3A5
telithromycin,CYP3A7
simeprevir,CYP1A2
simeprevir,CYP3A4
nafcillin,CYP1A2
nafcillin,CYP3A4
nafcillin,SLC22A6
diosmetin,CYP1B1
alfacalcidol,CYP27B1
alfacalcidol,VDR
cyclophosphamide,CYP2A6
cyclophosphamide,CYP2B6
cyclophosphamide,CYP2C18
cyclophosphamide,CYP2C19
cyclophosphamide,CYP2C8
cyclophosphamide,CYP2C9
cyclophosphamide,CYP2D6
cyclophosphamide,CYP3A4
cyclophosphamide,CYP3A5
cyclophosphamide,CYP3A7
ifosfamide,CYP2A6
ifosfamide,CYP2B6
ifosfamide,CYP2C18
ifosfamide,CYP2C19
ifosfamide,CYP2C8
ifosfamide,CYP2C9
ifosfamide,CYP3A4
ifosfamide,CYP3A5
ifosfamide,CYP3A7
ifosfamide,PTGS1
artemisinin,CYP2B6
thiotepa,CYP2B6
thiotepa,CYP3A4
sulfanilamide,CYP2C19
sulfanilamide,CYP2C9
sulfanilamide,CYP2D6
sulfanilamide,CYP2E1
sulfanilamide,CYP3A4
etravirine,CYP2C19
etravirine,CYP2C9
etravirine,CYP3A4
voriconazole,CYP2C19
voriconazole,CYP2C9
voriconazole,CYP3A4
voriconazole,CYP3A5
voriconazole,PTGS1
tolperisone,CYP2C19
tolperisone,CYP2D6
amoxicillin,CYP2C19
amoxicillin,SLC15A1
amoxicillin,SLC15A2
amoxicillin,SLC22A6
rifapentine,CYP2C8
rifapentine,CYP2C9
rifapentine,CYP3A4
metronidazole,CYP2C9
metronidazole,CYP3A4
eperisone,CYP2J2
ambroxol,CYP3A4
arbidol,CYP3A4
cefradine,CYP3A4
clarithromycin,CYP3A4
darunavir,CYP3A4
deferasirox,CYP3A4
delavirdine,CYP3A4
posaconazole,CYP3A4
saquinavir,CYP3A4
tofisopam,CYP3A4
cobicistat,CYP3A4
cobicistat,CYP3A43
cobicistat,CYP3A5
cobicistat,CYP3A7
indinavir,CYP3A4
indinavir,CYP3A5
indinavir,CYP3A7
dolutegravir,CYP3A4
dolutegravir,CYP3A5
dolutegravir,CYP3A7
dolutegravir,POU2F2
dolutegravir,UGT1A1
ebastine,CYP3A4
ebastine,HRH1
clotrimazole,CYP3A4
clotrimazole,KCNN4
clotrimazole,NR1I2
clotrimazole,NR1I3
clotrimazole,TRPM2
clotrimazole,TRPM4
clotrimazole,TRPM8
alclometasone-dipropionate,CYP3A4
alclometasone-dipropionate,NR3C1
alclometasone-dipropionate,SERPINA6
efinaconazole,CYP51A1
fluconazole,CYP51A1
morinidazole,CYP51A1
epomediol,CYP7A1
zafirlukast,CYSLTR1
zafirlukast,CYSLTR2
nedocromil,CYSLTR1
nedocromil,CYSLTR2
nedocromil,FPR1
nedocromil,HSP90AA1
nedocromil,PTGDR
pranlukast,CYSLTR1
pranlukast,CYSLTR2
pranlukast,IL5
pranlukast,MUC2
pranlukast,NFKB1
pranlukast,RNASE3
pranlukast,TNF
benzoic-acid,DAO
benzoic-acid,HRSP12
benzoic-acid,PRDX5
benzoic-acid,RAB9A
dopamine,DBH
dopamine,DRD1
dopamine,DRD2
dopamine,DRD3
dopamine,DRD4
dopamine,DRD5
dopamine,HTR1A
dopamine,HTR7
dopamine,SLC6A2
dopamine,SLC6A3
dopamine,SLC6A4
benserazide,DDC
carbidopa,DDC
melevodopa,DDC
pyridoxine,DDC
pyridoxine,PDXK
hesperetin,DGAT1
hesperetin,MTTP
hesperetin,SOAT1
hesperetin,SOAT2
niacin,DGAT2
niacin,HCAR1
niacin,HCAR2
niacin,HCAR3
niacin,NNMT
niacin,QPRT
chlorproguanil,DHFR
dapsone,DHFR
methotrexate,DHFR
pralatrexate,DHFR
proguanil,DHFR
sulfameter,DHFR
pyrimethamine,DHFR
pyrimethamine,SLC47A1
trimethoprim,DHFR
trimethoprim,TYMS
teriflunomide,DHODH
sulfaphenazole,DHPS
propylthiouracil,DIO1
propylthiouracil,TPO
ataluren,DMD
dimercaptosuccinic-acid,DNMT1
flucytosine,DNMT1
triclabendazole,DNMT1
triclosan,DNMT1
azacitidine,DNMT1
azacitidine,DNMT3A
decitabine,DNMT1
decitabine,DNMT3A
procainamide,DNMT1
procainamide,SCN5A
cilastatin,DPEP1
doripenem,DPEP1
alogliptin,DPP4
anagliptin,DPP4
linagliptin,DPP4
omarigliptin,DPP4
saxagliptin,DPP4
sitagliptin,DPP4
teneligliptin,DPP4
trelagliptin,DPP4
vildagliptin,DPP4
gimeracil,DPYD
5-fluorouracil,DPYD
5-fluorouracil,TYMS
uracil,DPYD
uracil,UCKL1
acetophenazine,DRD1
acetophenazine,DRD2
prochlorperazine,DRD1
prochlorperazine,DRD2
prochlorperazine,DRD3
prochlorperazine,DRD4
levodopa,DRD1
levodopa,DRD2
levodopa,DRD3
levodopa,DRD4
levodopa,DRD5
levodopa,GPR143
haloperidol,DRD1
haloperidol,DRD2
haloperidol,DRD3
haloperidol,DRD4
haloperidol,DRD5
haloperidol,GRIN2B
haloperidol,HRH1
haloperidol,HTR1A
haloperidol,HTR1D
haloperidol,HTR2A
haloperidol,HTR2B
haloperidol,HTR7
haloperidol,KCNH1
rotundine,DRD1
rotundine,DRD2
rotundine,DRD3
rotundine,HTR1A
thiethylperazine,DRD1
thiethylperazine,DRD2
thiethylperazine,DRD4
thiothixene,DRD1
thiothixene,DRD2
thiothixene,HRH1
thiothixene,HTR2A
pipotiazine,DRD1
pipotiazine,DRD2
pipotiazine,HTR1A
pipotiazine,HTR2A
pipotiazine-palmitate,DRD1
pipotiazine-palmitate,DRD2
pipotiazine-palmitate,HTR1A
pipotiazine-palmitate,HTR2A
fenoldopam,DRD1
fenoldopam,DRD4
serotonin,DRD1
serotonin,DRD5
serotonin,HTR1A
serotonin,HTR1B
serotonin,HTR1D
serotonin,HTR1E
serotonin,HTR1F
serotonin,HTR2A
serotonin,HTR2B
serotonin,HTR2C
serotonin,HTR3A
serotonin,HTR3B
serotonin,HTR4
serotonin,HTR5A
serotonin,HTR6
serotonin,HTR7
serotonin,SLC36A1
methylergometrine,DRD1
methylergometrine,HTR1E
methylergometrine,HTR1F
methylergometrine,HTR2A
methylergometrine,HTR2B
methylergometrine,HTR2C
amisulpride,DRD2
benperidol,DRD2
brexpiprazole,DRD2
bromopride,DRD2
bromperidol,DRD2
quinagolide,DRD2
trimethobenzamide,DRD2
azaperone,DRD2
azaperone,DRD3
cariprazine,DRD2
cariprazine,DRD3
domperidone,DRD2
domperidone,DRD3
tiapride,DRD2
tiapride,DRD3
nemonapride,DRD2
nemonapride,DRD3
nemonapride,DRD4
perospirone,DRD2
perospirone,DRD3
perospirone,DRD4
haloperidol-decanoate,DRD2
haloperidol-decanoate,DRD3
haloperidol-decanoate,DRD4
haloperidol-decanoate,HTR2A
vilazodone,DRD2
vilazodone,DRD3
vilazodone,HRH1
vilazodone,HTR1A
vilazodone,HTR4
vilazodone,SLC6A4
raclopride,DRD2
raclopride,DRD3
raclopride,HTR1A
aniracetam,DRD2
aniracetam,GRIA1
aniracetam,GRIA2
aniracetam,GRIA3
aniracetam,GRIA4
aniracetam,HTR2A
amantadine,DRD2
amantadine,GRIN2A
amantadine,GRIN2B
amantadine,GRIN2C
amantadine,GRIN2D
amantadine,GRIN3A
asenapine,DRD2
asenapine,HRH1
asenapine,HTR1A
asenapine,HTR1B
asenapine,HTR1D
asenapine,HTR1E
asenapine,HTR2A
pipamperone,DRD2
pipamperone,HRH1
pipamperone,HTR1A
pipamperone,HTR1B
pipamperone,HTR1D
pipamperone,HTR2A
molindone,DRD2
molindone,HRH1
molindone,HTR2A
buspirone,DRD2
buspirone,HTR1A
fluphenazine-decanoate,DRD2
fluphenazine-decanoate,HTR1B
fluphenazine-decanoate,HTR4
blonanserin,DRD2
blonanserin,HTR2A
lumateperone,DRD2
lumateperone,HTR2A
melperone,DRD2
melperone,HTR2A
mesoridazine,DRD2
mesoridazine,HTR2A
paliperidone,DRD2
paliperidone,HTR2A
pimavanserin,DRD2
pimavanserin,HTR2A
flibanserin,DRD4
flibanserin,HTR1A
flibanserin,HTR2A
tamoxifen,EBP
tamoxifen,ESR1
tamoxifen,ESR2
tamoxifen,GPER1
tamoxifen,PRKCA
tamoxifen,PRKCB
tamoxifen,PRKCD
tamoxifen,PRKCE
tamoxifen,PRKCG
tamoxifen,PRKCI
tamoxifen,PRKCQ
tamoxifen,PRKCZ
ACT-132577,EDNRA
ACT-132577,EDNRB
ambrisentan,EDNRA
ambrisentan,EDNRB
bosentan,EDNRA
bosentan,EDNRB
macitentan,EDNRA
macitentan,EDNRB
gefitinib,EGFR
icotinib,EGFR
osimertinib,EGFR
vandetanib,EGFR
vandetanib,EPHA1
vandetanib,EPHA10
vandetanib,EPHA2
vandetanib,EPHA3
vandetanib,EPHA4
vandetanib,EPHA5
vandetanib,EPHA6
vandetanib,EPHA7
vandetanib,EPHA8
vandetanib,EPHB1
vandetanib,EPHB2
vandetanib,EPHB3
vandetanib,EPHB4
vandetanib,EPHB6
vandetanib,ERBB2
vandetanib,ERBB3
vandetanib,ERBB4
vandetanib,FLT1
vandetanib,FLT4
vandetanib,KDR
vandetanib,PTK6
vandetanib,RET
vandetanib,SRC
vandetanib,TEK
vandetanib,VEGFA
lapatinib,EGFR
lapatinib,ERBB2
afatinib,EGFR
afatinib,ERBB2
afatinib,ERBB4
dacomitinib,EGFR
dacomitinib,ERBB2
dacomitinib,ERBB4
neratinib,EGFR
neratinib,ERBB2
neratinib,KDR
erlotinib,EGFR
erlotinib,NR1I2
lidocaine,EGFR
lidocaine,SCN10A
lidocaine,SCN5A
lidocaine,SCN9A
L-proline,EPRS
L-proline,L3HYPDH
L-proline,P3H1
L-proline,P3H2
L-proline,P3H3
L-proline,P4HA1
L-proline,P4HA2
L-proline,PARS2
L-proline,PPIA
L-proline,PPIB
L-proline,PPIC
L-proline,PPIF
L-proline,PPIG
L-proline,PPIH
L-proline,PRODH
L-proline,PROSC
L-proline,PYCR1
L-proline,PYCR2
L-proline,PYCRL
L-proline,SLC6A14
L-proline,SLC6A7
clomifene,ESR1
dienestrol,ESR1
estradiol-acetate,ESR1
estradiol-cypionate,ESR1
estradiol-valerate,ESR1
mestranol,ESR1
promestriene,ESR1
tibolone,ESR1
toremifene,ESR1
bazedoxifene,ESR1
bazedoxifene,ESR2
chlorotrianisene,ESR1
chlorotrianisene,ESR2
equol,ESR1
equol,ESR2
estriol,ESR1
estriol,ESR2
estrone,ESR1
estrone,ESR2
estropipate,ESR1
estropipate,ESR2
fosfestrol,ESR1
fosfestrol,ESR2
lasofoxifene,ESR1
lasofoxifene,ESR2
ospemifene,ESR1
ospemifene,ESR2
quinestrol,ESR1
quinestrol,ESR2
raloxifene,ESR1
raloxifene,ESR2
dehydroepiandrosterone,ESR1
dehydroepiandrosterone,ESR2
dehydroepiandrosterone,G6PD
dehydroepiandrosterone,GABRA1
dehydroepiandrosterone,GABRA2
dehydroepiandrosterone,GABRA3
dehydroepiandrosterone,GABRA4
dehydroepiandrosterone,GABRA5
dehydroepiandrosterone,GABRA6
dehydroepiandrosterone,GABRB1
dehydroepiandrosterone,GABRB2
dehydroepiandrosterone,GABRB3
dehydroepiandrosterone,GABRD
dehydroepiandrosterone,GABRE
dehydroepiandrosterone,GABRG1
dehydroepiandrosterone,GABRG2
dehydroepiandrosterone,GABRG3
dehydroepiandrosterone,GABRP
dehydroepiandrosterone,GABRQ
dehydroepiandrosterone,GRIN1
dehydroepiandrosterone,GRIN2A
dehydroepiandrosterone,GRIN2B
dehydroepiandrosterone,GRIN2C
dehydroepiandrosterone,GRIN2D
dehydroepiandrosterone,GRIN3A
dehydroepiandrosterone,GRIN3B
dehydroepiandrosterone,HSD17B1
dehydroepiandrosterone,NR1I2
dehydroepiandrosterone,NR1I3
dehydroepiandrosterone,PPARA
dehydroepiandrosterone,SIGMAR1
dehydroepiandrosterone,SULT2A1
dehydroepiandrosterone,SULT2B1
fulvestrant,ESR1
fulvestrant,ESR2
fulvestrant,GPER1
estradiol,ESR1
estradiol,ESR2
estradiol,GPER1
estradiol,KCNMA1
estradiol,NR1I2
estramustine,ESR1
estramustine,ESR2
estramustine,MAP1A
estramustine,MAP2
estramustine-phosphate,ESR1
estramustine-phosphate,ESR2
estramustine-phosphate,MAP1A
estramustine-phosphate,MAP2
ethinyl-estradiol,ESR1
ethinyl-estradiol,ESR2
ethinyl-estradiol,NR1I2
desogestrel,ESR1
desogestrel,PGR
ethynodiol-diacetate,ESR1
ethynodiol-diacetate,PGR
etonogestrel,ESR1
etonogestrel,PGR
medroxyprogesterone-acetate,ESR1
medroxyprogesterone-acetate,PGR
norgestimate,ESR1
norgestimate,PGR
allylestrenol,ESR1
allylestrenol,PGR
allylestrenol,SLC6A9
tazemetostat,EZH2
apixaban,F10
edoxaban,F10
rivaroxaban,F10
fondaparinux,F10
fondaparinux,SERPINC1
ethanolamine-oleate,F12
ethanolamine-oleate,FABP4
ethanolamine-oleate,FFAR1
ethanolamine-oleate,FFAR4
ethanolamine-oleate,PLD2
argatroban,F2
bivalirudin,F2
dabigatran,F2
dabigatran-etexilate,F2
suramin,F2
suramin,FSHR
suramin,P2RY1
suramin,P2RY11
suramin,P2RY13
suramin,P2RY2
suramin,PLA2G2A
suramin,RYR1
suramin,RYR2
suramin,SIRT5
vorapaxar,F2R
thiopental,FAAH
propofol,FAAH
propofol,GABRA1
propofol,GABRA2
propofol,GABRA3
propofol,GABRA4
propofol,GABRA5
propofol,GABRA6
propofol,GABRB1
propofol,GABRB2
propofol,GABRB3
propofol,GABRD
propofol,GABRE
propofol,GABRG1
propofol,GABRG2
propofol,GABRG3
propofol,GABRP
propofol,GABRQ
propofol,SCN2A
propofol,SCN4A
amperozide,FAAH
amperozide,HTR2A
paracetamol,FAAH
paracetamol,PTGS1
paracetamol,PTGS2
paracetamol,TRPV1
cerulenin,FASN
pretomanid,FASN
pyrazinamide,FASN
methyl-aminolevulinate,FCGR1A
methyl-aminolevulinate,FECH
ibandronate,FDPS
neridronic-acid,FDPS
pamidronate,FDPS
risedronate,FDPS
minodronic-acid,FDPS
minodronic-acid,GGPS1
zoledronic-acid,FDPS
zoledronic-acid,GGPS1
doconexent,FFAR1
doconexent,PTGS1
doconexent,PTGS2
amlexanox,FGF1
amlexanox,IL3
amlexanox,PDE4A
amlexanox,PDE4B
amlexanox,PDE4C
amlexanox,PDE4D
amlexanox,S100A12
amlexanox,S100A13
erdafitinib,FGFR1
erdafitinib,FGFR2
erdafitinib,FGFR3
erdafitinib,FGFR4
nintedanib,FGFR1
nintedanib,FGFR2
nintedanib,FGFR3
nintedanib,FGFR4
nintedanib,FLT1
nintedanib,FLT4
nintedanib,KDR
nintedanib,PDGFRA
nintedanib,PDGFRB
masitinib,FGFR3
masitinib,KIT
masitinib,PDGFRA
masitinib,PDGFRB
tacrolimus,FKBP1A
zotarolimus,FKBP1A
sirolimus,FKBP1A
sirolimus,MTOR
toceranib,FLT1
toceranib,FLT3
toceranib,KDR
toceranib,PDGFRA
toceranib,PDGFRB
tivozanib,FLT1
tivozanib,FLT4
tivozanib,KDR
tivozanib,KIT
tivozanib,PDGFRA
tivozanib,PDGFRB
gilteritinib,FLT3
midostaurin,FLT3
midostaurin,PRKCG
lenvatinib,FLT4
lenvatinib,KDR
arglabin,FNTA
arglabin,NFKB1
tetrahydrofolic-acid,FOLR2
folic-acid,FOLR2
folic-acid,FOLR3
folic-acid,SLC19A1
folic-acid,SLC46A1
thiostrepton,FOXM1
raltitrexed,FPGS
raltitrexed,TYMS
rebamipide,FPR1
deoxycholic-acid,FPR1
deoxycholic-acid,GPBAR1
pirfenidone,FURIN
pirfenidone,TNF
miglitol,GAA
miglitol,GANAB
miglitol,GANC
miglitol,MGAM
abamectin,GABBR1
abamectin,GABBR2
fenigam,GABBR1
fenigam,GABBR2
baclofen,GABBR1
baclofen,GABBR2
baclofen,KCTD12
baclofen,KCTD16
baclofen,KCTD8
bemegride,GABRA1
clomethiazole,GABRA1
etizolam,GABRA1
thiamylal,GABRA1
flumazenil,GABRA1
flumazenil,GABRA2
flumazenil,GABRA3
flumazenil,GABRA4
flumazenil,GABRA5
flumazenil,GABRA6
flumazenil,GABRB1
flumazenil,GABRB2
flumazenil,GABRB3
flumazenil,GABRD
flumazenil,GABRE
flumazenil,GABRG1
flumazenil,GABRG2
flumazenil,GABRG3
flumazenil,GABRP
flumazenil,GABRQ
halothane,GABRA1
halothane,GABRA2
halothane,GABRA3
halothane,GABRA4
halothane,GABRA5
halothane,GABRA6
halothane,GABRB1
halothane,GABRB2
halothane,GABRB3
halothane,GABRD
halothane,GABRE
halothane,GABRG1
halothane,GABRG2
halothane,GABRG3
halothane,GABRP
halothane,GABRQ
halothane,GLRA1
halothane,GLRB
halothane,KCNK10
halothane,KCNK12
halothane,KCNK13
halothane,KCNK15
halothane,KCNK18
halothane,KCNK2
halothane,KCNK3
halothane,KCNK9
enflurane,GABRA1
enflurane,GABRA2
enflurane,GABRA3
enflurane,GABRA4
enflurane,GABRA5
enflurane,GABRA6
enflurane,GABRB1
enflurane,GABRB2
enflurane,GABRB3
enflurane,GABRD
enflurane,GABRE
enflurane,GABRG1
enflurane,GABRG2
enflurane,GABRG3
enflurane,GABRP
enflurane,GABRQ
enflurane,GLRA1
enflurane,GLRB
enflurane,KCNK10
enflurane,KCNK18
enflurane,KCNK2
enflurane,KCNK3
enflurane,KCNK9
isoflurane,GABRA1
isoflurane,GABRA2
isoflurane,GABRA3
isoflurane,GABRA4
isoflurane,GABRA5
isoflurane,GABRA6
isoflurane,GABRB1
isoflurane,GABRB2
isoflurane,GABRB3
isoflurane,GABRD
isoflurane,GABRE
isoflurane,GABRG1
isoflurane,GABRG2
isoflurane,GABRG3
isoflurane,GABRP
isoflurane,GABRQ
isoflurane,GLRA1
isoflurane,GLRB
isoflurane,KCNK10
isoflurane,KCNK18
isoflurane,KCNK2
isoflurane,KCNK3
isoflurane,KCNK9
acamprosate,GABRA1
acamprosate,GABRA2
acamprosate,GABRA3
acamprosate,GABRA4
acamprosate,GABRA5
acamprosate,GABRA6
acamprosate,GABRB1
acamprosate,GABRB2
acamprosate,GABRB3
acamprosate,GABRD
acamprosate,GABRE
acamprosate,GABRG1
acamprosate,GABRG2
acamprosate,GABRG3
acamprosate,GABRP
acamprosate,GABRQ
acamprosate,GRIN1
acamprosate,GRIN2A
acamprosate,GRIN2B
acamprosate,GRIN2C
acamprosate,GRIN2D
acamprosate,GRIN3A
acamprosate,GRIN3B
acamprosate,GRM5
etifoxine,GABRA1
etifoxine,GABRA2
etifoxine,GABRA3
etifoxine,GABRA5
thiocolchicoside,GABRA1
thiocolchicoside,GABRB2
thiocolchicoside,GABRG2
thiocolchicoside,GLRA1
thiocolchicoside,GLRB
beta-CCB,GABRA1
beta-CCB,GABRG2
stiripentol,GABRA3
lindane,GABRB1
lindane,GLRA1
lindane,GLRA2
lindane,GLRA3
lindane,GLRB
piperazine,GABRB3
acexamic-acid,GAST
sulmetozine,GAST
lonidamine,GCK
tofogliflozin,GCK
anisindione,GGCX
carbenoxolone,GJA1
carbenoxolone,GJA10
carbenoxolone,GJA3
carbenoxolone,GJA4
carbenoxolone,GJA5
carbenoxolone,GJA8
carbenoxolone,GJA9
carbenoxolone,GJB1
carbenoxolone,GJB2
carbenoxolone,GJB3
carbenoxolone,GJB4
carbenoxolone,GJB5
carbenoxolone,GJB6
carbenoxolone,GJB7
carbenoxolone,GJC1
carbenoxolone,GJC2
carbenoxolone,GJC3
carbenoxolone,GJD2
carbenoxolone,GJD3
carbenoxolone,GJD4
carbenoxolone,GJE1
carbenoxolone,HSD11B1
carbenoxolone,PANX1
carbenoxolone,PANX2
carbenoxolone,PANX3
indomethacin,GLO1
indomethacin,PLA2G2A
indomethacin,PPARA
indomethacin,PPARG
indomethacin,PTGDR2
indomethacin,PTGR2
indomethacin,PTGS1
indomethacin,PTGS2
indomethacin,SLC46A1
exenatide,GLP1R
liraglutide,GLP1R
tropisetron,GLRA1
tropisetron,GLRA2
tropisetron,GLRB
tropisetron,HTR3A
tropisetron,HTR4
colchicine,GLRA1
colchicine,GLRA2
colchicine,TUBA1A
colchicine,TUBA1B
colchicine,TUBA1C
colchicine,TUBA3C
colchicine,TUBA3D
colchicine,TUBA3E
colchicine,TUBA4A
colchicine,TUBB
colchicine,TUBB1
colchicine,TUBB2A
colchicine,TUBB2B
colchicine,TUBB3
colchicine,TUBB4A
colchicine,TUBB4B
colchicine,TUBB6
colchicine,TUBB8
D-serine,GLRA1
D-serine,GRIN1
D-serine,GRIN2A
D-serine,GRIN2B
D-serine,GRIN2C
D-serine,GRIN2D
D-serine,SERPINB3
hexachlorophene,GLUD1
hexachlorophene,SDHD
alarelin,GNRH1
degarelix,GNRHR
elagolix,GNRHR
gonadorelin,GNRHR
leuprolide,GNRHR
triptorelin,GNRHR
cetrorelix,GNRHR
cetrorelix,LHCGR
goserelin-acetate,GNRHR
goserelin-acetate,LHCGR
quinine,GP9
quinine,KCNB2
quinine,KCNN4
quinine,SLC29A4
beclomethasone-dipropionate,GPR97
beclomethasone-dipropionate,NR3C1
ornithine,GPRC6A
piracetam,GRIA1
piracetam,GRIA2
piracetam,GRIA3
piracetam,GRIA4
evans-blue,GRIA1
evans-blue,PTPN1
budipine,GRIN1
cycloserine-(D),GRIN1
felbamate,GRIN1
felbamate,GRIN2A
felbamate,GRIN2B
felbamate,GRIN2C
felbamate,GRIN2D
felbamate,GRIN3A
felbamate,GRIN3B
atomoxetine,GRIN1
atomoxetine,GRIN2A
atomoxetine,GRIN2B
atomoxetine,GRIN2C
atomoxetine,GRIN2D
atomoxetine,GRIN3A
atomoxetine,GRIN3B
atomoxetine,SLC6A2
atomoxetine,SLC6A3
atomoxetine,SLC6A4
ifenprodil,GRIN2B
spaglumic-acid,GRM3
rufinamide,GRM5
rufinamide,SCN10A
rufinamide,SCN11A
rufinamide,SCN1A
rufinamide,SCN2A
rufinamide,SCN3A
rufinamide,SCN4A
rufinamide,SCN5A
rufinamide,SCN7A
rufinamide,SCN8A
rufinamide,SCN9A
carmustine,GSR
SCMC-Lys,GSTP1
clomipramine,GSTP1
clomipramine,HTR2A
clomipramine,HTR2B
clomipramine,HTR2C
clomipramine,SLC6A2
clomipramine,SLC6A3
clomipramine,SLC6A4
isosorbide-mononitrate,GUCY1A2
isosorbide-mononitrate,GUCY1A3
isosorbide-mononitrate,GUCY1B2
isosorbide-mononitrate,GUCY1B3
riociguat,GUCY1A2
riociguat,GUCY1A3
riociguat,GUCY1B2
riociguat,GUCY1B3
isosorbide-dinitrate,GUCY1A2
isosorbide-dinitrate,GUCY1A3
isosorbide-dinitrate,GUCY1B2
isosorbide-dinitrate,GUCY1B3
isosorbide-dinitrate,NPR1
molsidomine,GUCY1A3
linaclotide,GUCY2C
ammonium-lactate,HCAR1
acipimox,HCAR2
ivabradine,HCN1
ivabradine,HCN3
ivabradine,HCN4
lemborexant,HCRTR1
lemborexant,HCRTR2
phenylbutyrate,HDAC1
belinostat,HDAC1
belinostat,HDAC10
belinostat,HDAC11
belinostat,HDAC2
belinostat,HDAC3
belinostat,HDAC4
belinostat,HDAC5
belinostat,HDAC6
belinostat,HDAC7
belinostat,HDAC8
belinostat,HDAC9
vorinostat,HDAC1
vorinostat,HDAC10
vorinostat,HDAC11
vorinostat,HDAC2
vorinostat,HDAC3
vorinostat,HDAC5
vorinostat,HDAC6
vorinostat,HDAC8
vorinostat,HDAC9
romidepsin,HDAC1
romidepsin,HDAC2
romidepsin,HDAC3
romidepsin,HDAC4
romidepsin,HDAC5
romidepsin,HDAC6
romidepsin,HDAC7
romidepsin,HDAC8
romidepsin,HDAC9
panobinostat,HDAC1
panobinostat,HDAC2
panobinostat,HDAC3
panobinostat,HDAC4
panobinostat,HDAC6
panobinostat,HDAC7
panobinostat,HDAC8
panobinostat,HDAC9
chidamide,HDAC10
chidamide,HDAC3
lovastatin,HDAC2
lovastatin,HMGCR
lovastatin,ITGAL
lovastatin,NR1I2
acriflavine,HIF1A
acriflavinium,HIF1A
fluvastatin,HMGCR
meglutol,HMGCR
pitavastatin,HMGCR
rosuvastatin,HMGCR
simvastatin,HMGCR
simvastatin,ITGB2
pravastatin,HMGCR
pravastatin,SLCO1B1
amodiaquine,HNMT
tranilast,HPGDS
tranilast,HRH1
bentiromide,HPN
mercaptopurine,HPRT1
mercaptopurine,IMPDH1
mercaptopurine,IMPDH2
mercaptopurine,PPAT
azathioprine,HPRT1
azathioprine,IMPDH1
azathioprine,PPAT
acrivastine,HRH1
alcaftadine,HRH1
alimemazine,HRH1
antazoline,HRH1
azatadine,HRH1
azelastine,HRH1
bepotastine,HRH1
bilastine,HRH1
brompheniramine,HRH1
buclizine,HRH1
carbinoxamine,HRH1
cetirizine,HRH1
chloropyramine,HRH1
clemastine,HRH1
clofedanol,HRH1
desloratadine,HRH1
dimenhydrinate,HRH1
dimetindene,HRH1
diphenhydramine,HRH1
doxylamine,HRH1
emedastine,HRH1
epinastine,HRH1
fexofenadine,HRH1
homochlorcyclizine,HRH1
hydroxyzine,HRH1
ketotifen,HRH1
levocetirizine,HRH1
loratadine,HRH1
mepyramine,HRH1
mizolastine,HRH1
oxatomide,HRH1
pemirolast,HRH1
phenindamine,HRH1
pheniramine,HRH1
promethazine,HRH1
tripelennamine,HRH1
triprolidine,HRH1
histamine,HRH1
